,post,sujet
57,"

> "" sachant qu'en sciences, dures ou pas, il n'y a pas de vérité définitive, seule l'erreur peut être prouvée ""


Non, mille fois non. La science se distingue des autres connaissances justement parce que la démarche consiste à parfaitement définir les objets. On définit un cadre et dans ce cadre, il y a une seule vérité.


Si ""la science"" c'est juste ""ceux qui ont raison"", alors je ne vois pas en quoi elle est intéressante, des gens qui ont raison, il y en a toujours eu, pour avoir raison, il suffit de faire taire ceux qui sont d'un autre avis. Je vous recommande la lecture des oeuvres de
Karl Popper
, voire du ""Que sais-je?"" qui lui est consacré. On y apprend ce qu'est la science si elle est intéressante.
(->Jn)
*
8 août 2005 à 22:38 (CEST)

",frerebogdanof_travaux
58,"

Je me suis vu contraint d'extraire cette polémique de l'article principal pour une seule et bonne raison que vous me semblez perdre de vue MM. YBM et autres Green Heart : Wikipédia est une
encyclopédie
et, à ce titre, ne doit contenir que des informations vérifiables et ne pas prêter à la polémique. Wikipédia n'est pas une tribune, ni un forum, ni un cour de récréation. Jean-no tente au même titre que moi de modérer certains propos sans prendre forcément partie pour l'un ou pour l'autre. Ne retournez donc pas la situation en mettant ce contributeur sur le banc des accusés. Je vous propose de tenter de faire la même chose sur Universalis ou Encarta... Merci de respecter le calme des lieux.



Igor et Grichka Bogdanoff ont soutenu une thèse, l'un en mathématiques, l'autre en physique (aisément vérifiable).
Ils ont mis huit et onze ans pour le faire (aisément vérifiable).
Ils ont obtenu la mention « honorable » (aisément vérifiable). Tout le reste n'est que prospective et interprétation biaisée :

Huit et onze ans, c'est plus que la moyenne de trois ans (Cette durée est anormalement longue car la quasi-totalité des doctorants scientifiques obtiennent leur diplôme après les 3 années réglementaires)
Quel en est le sous-entendu ?


La mention « honorable » qui est la mention la plus faible, rarement attribuée, qui selon les codes du monde universitaire, sanctionne un travail médiocre.
Qui en a jugé ?
Donc, de grâce, cessez d'instiller des petites phrases qui paraissent au premier abord anodines mais qui, si on les lit attentivement, sont bien plus sournoises et assassines que ce qu'elles paraissent.
©éréales Kille®
|
|☺
8 août 2005 à 20:07 (CEST)




",frerebogdanof_travaux
59,"
Cereal Killer >
Que penserez vous d'un étudiant qui a obtenu son bac après 6 tentatives pour l'obtenir avec la mention passable au second tour (à l'oral) ? On peut d'abord féliciter cet étudiant pour son insistance et sa réussite finale. Sans ironie. Mais s'il vient ensuite vous expliquer qu'il est un bachelier remarquable, vous êtes en droit de vous poser des questions.
Une thèse doit être soutenue en sciences dures du moins, normallement après 3 ans(rarement plus). Les nombreuses années de plus ne font que traduire les difficultés à obtenir un résultat digne de mériter la soutenance.
Comme vous dites, c'est aisément vérifiable, et ne procède pas d'un parti pris. Si les Bogdanov avaient été thésards dans un autres pays que la France (Etats Unis, Angleterre, Suisse par exemple), ils auraient été renvoyés après les 3 années. Là encore, vous pouvez le vérifier.
Mettre en avant l'obtention d'une thèse sans évoquer la difficulté à l'obtenir est donc un parti pris favorable aux bogdanov (comme simplement évoquer le fait que quelqu'un ait obtenu son bac sans préciser le nombre d'année, surtout s'il s'en vante).
Que la mention ""honorable"" qualifie un travail médiocre est également un fait avéré. En sciences dure là encore.
Les Bogdanov l'ont eu même reconnu en parlant de mention "" infamante "" conséquence de pressions à leur encontre.
Ainsi, on peut mettre en place les explications des 2 camps,pour chaque faits. Libre en suite aux lecteurs de juger sur pièce.
Mais ne parlez pas d'insinuations.
Pour être bien compris, je précise donc :
a) Obtenir une thèse après beaucoup plus des 3 ans nécessaires ne peut pas être mis aux crédits des docteurs et cela doit être précisé, surtout pour des thèses présentées de façons aussi favorables.
b) Obtenir une thèse en mathématiques et en physiques avec la mention ""honorable"" traduit un travail médiocre. Là encore, présenter les thèses sans évoquer ceci revient donc à ""couvrir"" les Bogdanov.
Une dernière question.
Qu'est ce qui vous gène dans ces 2 assertions ? Ce que j'y ai écrit, ou la ""vérité"" qu'elles révèleraient. En cas de vérifications positives (dans le sens où cela confirmerait ""ma vision"" )estimerez vous que cela est trop dur pour être écrit dans une encyclopédie ?
Autrement dit, quelques soient les actes d'une personnalité publique, vous estimerez que ne doit figurer à son propos que des faits neutres. Bref, vous voulez bien dire qu'il y a une controverse, mais ne voulez surtout pas donner les arguments défavorables (tout en présentant les arguments favorables).
Bien à vous.

--
Green Heart
8 août 2005 à 21:11 (CEST)


",frerebogdanof_travaux
60,"
Dernière remarque:
Je ne mets personne au banc des accusés. J'explique juste que lorsque l'on prend une polémique en marche, renvoyer dos à dos les intervenants en ne s'arrétant qu'au ton ou autre aspect du débat ne peut hélas pas être si neurtre que cela.
Je ne remets pas en cause votre neutralité ainsi que celle de Jn, je veux juste que l'on remarque qu'il est beaucoup plus difficile qu'il n'y parait d'être réellement neutre. Pourquoi ne pas faire intervenir un modérateur possèdant une formation scientifique certaine ? Je me trompe peut être, dans ce cas, vos remarques seront les bienvenues.
Je tiens également à présenter des excuses à Jn, s'il a vu dans mes messages une quelconque attaque sur son travail de modérateur.
Bien à vous.

--
Green Heart
8 août 2005 à 21:19 (CEST)


",frerebogdanof_travaux
61,"
ça va je n'ai pas eu trop mal, comme ©éréales Kille® je suis tout ça sans me passionner ou prendre parti, mon unique but est que les articles dont on parle finissent par ressembler à quelque chose. Que la ""neutralité"" ne soit pas une position ""neutre"" est une vieille histoire sur wikipédia mais il n'en reste pas moins que c'est comme ça que ça se passe ici : on présente des informations vérifiables, on évite les énoncés tendancieux et on évite de servir d'enjeu à des bagarres qui on cours ailleurs...

une chose à propos des thèses ""longues"" : jusqu'au milieu des années 1990, les thésards français avait une vie pour rédiger leur mémoire, et ils tiraient d'autant plus sur la corde que la plupart d'entre eux était rémunérés pour ça. Et puis ça a changé, les universitaires ont beaucoup râlé à l'époque, disant qu'on allait vers des études ""en surface"", un ""doctorat au rabais"", ""à l'américaine"", etc. Les étudiants qui ont pu soutenir en 2000 des thèses s'étant étalées sur plus de 3 (norme actuelle) ou 4 ans (dérogation) le peuvent uniquement s'ils ont commencé à l'époque des thèses anciennes formule. Personnellement j'ai un collègue qui a mis 15 ans pour faire une thèse d'histoire de l'art qui, a priori, était tout ce qu'il y a de plus brillante et a bénéficié de ce temps très long puisqu'au lieu de se contenter de sources de seconde main, le gars a passé des années à visiter les musées du monde etc. Ceci dit à titre personnel je pense qu'il faut savoir cesser d'être étudiant, un jour, et j'ai une préférence pour le doctorat nouvelle manière - mais c'est un tout autre débat.
(->Jn)
*
8 août 2005 à 22:14 (CEST)



",frerebogdanof_travaux
62,"
Je vous rappelle encore une fois que Wikipédia n'est pas le lieu pour étaler votre polémique. Quant à faire intervenir un modérateur possédant la formation scientifique certaine, j'y travaille.

Quant à vous, quelle est votre formation vous permettant de critiquer ainsi le travail de deux personnes qui n'ont, cela ne vous a certainement pas effleuré l'esprit, peut-être pas eu le temps de faire en trois ans ce que font les étudiants qui n'ont rien d'autre à faire ? Ces deux personnes mènent une vie parallèle en tant que journalistes, vulgarisateurs, producteurs et ne pouvaient pas s'investir en permanence à leur thèse. Non. Cela vous est passé à mille lieues du ciboulot. Pour ma part, je n'en sais rien, mais je pense que cela peut être une explication de la longueur de leur travail. Bref, je vous demande de me dire quel est votre bagage vous donnant autant d'autorité et d'assurance dans les jugements que vous portez sur les jumeaux et leur travail. Pour ma part, je ne suis qu'un pauvre cancre qui n'a obtenu que le BEPC et qui a quitté l'école à 16 ans. Je ne pourrai donc pas juger de ce travail. Mais je peux constater avec quel enthousiasme vous vous acharnez sur la fratrie. Quelques rapides recherches sur l'Internet que vous mettez tant en avant permettent de se faire un avis. Donc, allez continuer la polémique que vous avez initiée il y a longtemps dans votre cour habituelle : ne polluez pas Wikipédia avec vos actes respirant la frustration et la jalousie. Merci.
©éréales Kille®
|
|☺
8 août 2005 à 22:21 (CEST)


",frerebogdanof_travaux
63,"
Je sais donc que vous n'etes pas neutre, merci d'avoir éclaircis ce point.
Vous êtes de plus extremement suceptible...
Je remarque que vous n'avez également pas répondu sur un seul point. je préfère de loin la réponse de Jn que je remercie d'avoir pris la peine de me répondre avec des arguments intéressants (je pourrais juste lui faire remarquer que ses exemples sont issus du domaine des sciences sociales et comme il l'a bien fait remarquer à une époque révolue).
Juste une toute petite remarque ,les Bogdanov ne travaillaient plus à la télé pendant leur thèse (c'est même l'un de leur argument central pour démontrer leur sincérité). Ainsi, avant de vous prononcer de façon aussi définitive et vous livrer à la psychologie de comptoir, je vous propose de vérifiez vos arguments.
C'est surement au nom de la neutralité que vous vous acharnez à leur trouver une excuse.
Quand à mon niveau, je n'ai pas la prétention de modérer un topic où je n'ai pas la moindre outils pour me prononcer sereinement. Enfin, cesser de voir de la colère dans les propos des autres alors qu'il suffit de lire les messages pour voir qui est virulent.
si mes changements, vous gènent, ne vous privez pas de les supprimer et d'enfin rétablir LA Vérité.
Un amical conseil, cesser d'être ""modérateur"". Vous n'en avez ni le niveau intellectuel, ni la probité nécessaire. Vous n'êtes là que pour remplir un vide. Celui d'être un petit chef.
Au revoir et bonne continuation à Jn.
Bien à vous Jn.

",frerebogdanof_travaux
64,"

Je suis susceptible, aucun problème. Je vous répète uniquement que Wikipédia n'a pas à se faire l'écho de vos polémiques nées bien en amont de la création de cet article. Ma psychologie de comptoir vous dérange visiblement car elle a eu l'heur de mettre le doigt où ça vous fait mal : vous n'avez nullement répondu à ma question, à savoir votre bagage qui vous donne autant d'autorité à juger le travail d'autrui. C'est vous qui venez ici étaler vos thèses et polémiques, ce n'est pas à moi de me justifier. Je ne suis ici que pour vous demander d'arrêter votre petit jeu. Que Jean-no ait les capacités scientifiques de vous répondre, c'est très bien et je suis heureux qu'il puisse le faire. Pour ma part, je ne cherche aucune excuse, vous m'avez mal lu. J'ai émis une éventualité que vous n'avez jamais abordée et je ne l'ai pas assenée comme une vérité. Et vos insultes ne vous honorent pas, bien au contraire. Lorsque l'on titille le petit roquet, il finit par montrer les dents, ce que vous avez fait à merveille et vous en félicite.
©éréales Kille®
|
|☺
8 août 2005 à 22:52 (CEST)


",frerebogdanof_travaux
65,"

Je vous prie de bien vouloir excuser mon intrusion, mais, après avoir sereinement lu ce qui précédait, j'en viens à la conclusion que ©éréales Kille®, a un grand mérite sur quelqu'un qui a le niveau intellectuel et la probité nécessaire, celui d'avoir des qualités humaines qu'apparemment un âne savant ne saurait avoir. Je le dis avec d'autant plus de facilité que je suis grosso modo d'accord avec les arguments de Green Heart, peut-être parce que j'ai un certain niveau intellectuel en sciences dures — mais aussi en grammaire. En revanche, l'attitude méprisante envers un administrateur de Wikipedia, compétent et apprécié, est indigne.
Airelle
13 août 2005 à 19:00 (CEST)


",frerebogdanof_travaux
66,"

euh mais qu'est-ce que j'ai fait pour mériter plus de politesses que ©éréales Kille® ? Je pense qu'on est dans le même état d'esprit : effarés par la violence de ce débat qui a visiblement été commencé ailleurs et qui, effectivement, peut aussi bien aller se continuer ailleurs : Wikipédia n'est pas là pour trancher.
(->Jn)
*


",frerebogdanof_travaux
67,"
Ah oui, mon cv ?
Sachant que vous ne pourriez vérifier, cela montre de votre part une belle aptitude à la logique. Et une vraie capacité à démeler le faux du vrai.
Juste pour prouver que je suis mieux qualifié que vous, je n'aurais qu'à paresseusement mentionner mon baccalauréat scientifique, je n'ose évoquer la mention obtenue de peur d'être traité de menteur. Sinon, vous seriez habitué aux débats scientifiques, que vous sauriez depuis longtemps que la vérité mathématique ou physique ne se mesure pas à l'aune du cv ou du prestige. Je sais, les sciences dures sont quasiment les seuls lieux où c'est encore le cas...
J'aime bien également le procédé qui consiste à transférer sa personnalité sur son contradicteur. Mais les faits sont tétus et les messages, je le répète sont là. j'aime bien également votre art du sophisme, vous me reprochez donc de ne pas avoir pensé à une éventualité que je sais fausse !!!!!!
J'apprécie justement chez Jn qu'il ait ARGUMENTE sa position. Il m'a jugé digne de comprendre ses arguments. Je ne demandais rien de plus, mais rien de moins non plus de la part de personne réclamant des ""responsabilités"".
Pour finir, toujours très content de vous, vous jugez la pertinence de vos propos au ton de ma réponse ?
Que dois alors conclure, en lisant vos messages ?
Pour finir, sachez que je me contrefiche que wikipédia soit le seul lieu restant où les Bogdanov bénéficierait d'une crédibilité scientifique(pourquoi un sujet sur la polémique alors ?).
j'imagine que lorsque leurs turpitudes seront connus du grand public, que vous vous précipiterez au secours de la victoire pour écrire le pire texte sur eux. C'est à cela que l'on reconnait les gens comme vous.
Si vous êtes un ami de la vérité, elle ne devrait pas vous géner, quelle qu'elle soit.

--
Green Heart
8 août 2005 à 23:21 (CEST)


",frerebogdanof_travaux
68,"
Pour répondre à vos propos du début :


comparé aux Bogdanoff, un élève passerait son bac en 3 ou 4 ans et non en 6. D'autre part, le fait de passer le bac plusieurs fois indique autant d'échecs. Est-ce vraiment comparable à une thèse ?
vous dites : ""Une thèse doit être soutenue en sciences dures du moins, normallement après 3 ans(rarement plus)."" En quoi cela est-il anormal de prendre plus de temps ? Le temps est-il un signe de médiocrité. Dans certains domaines, c'est plutôt une bonne chose de prendre son temps. Ce point doit donc être justifié.
""Les nombreuses années de plus ne font que traduire les difficultés à obtenir un résultat digne de mériter la soutenance."" Est-ce là une déduction nécessaire ? Si oui, vous ne la justifiez pas.
""Si les Bogdanov avaient été thésards dans un autres pays que la France (Etats Unis, Angleterre, Suisse par exemple), ils auraient été renvoyés après les 3 années. "" Le système est-il comparable ? Il faut le montrer je pense avant de déclarer que cette comparaison est défavorable aux Bogdanoff.
Vous en déduisez : ""mettre en avant l'obtention d'une thèse sans évoquer la difficulté à l'obtenir."", en association de nouveau la durée de la thèse avec la difficulté de l'obtenir. Certes, mais cette difficulté peut avoir plusieurs causes, dont vous ne parlez pas. De même, en réutilisant l'exemple du bac, vous utilisez de nouveau une comparaison qui n'est pas justifiée (ce n'est pas a priori la même chose d'échouer plusieurs fois au bac, et de prendre plus de temps pour une thèse).

En ce qui concerne les mentions, Daniel Sternheimer dit :""Igor a été ajourné (la mention honorable qui apparaissait dans le rapport de soutenance de GB, rarement attribuée, était le
résultat de péripéties sans liens directs avec le contenu scientifique de la thèse
; pour IB, les mentions concernant les doctorats ont été abolies par un arrêté du 25 avril 2002 )."" Manifestement, il y aurait des choses à éclaircir.



En ce qui concerne vos réponses à CK, je relève certaines difficultés :


""Sachant que vous ne pourriez vérifier, cela montre de votre part une belle aptitude à la logique. "" Je ne vois pas la nécessité de la déduction. Cela montrerait seulement l'impossibilté de le vérifier, et encore, je ne suis pas sur que cela soit impossible.
""je n'ose évoquer la mention obtenue de peur d'être traité de menteur."" Attaque à la personne, qui vise à discréditer sur des fondements assez faibles...
""Sinon, vous seriez habitué aux débats scientifiques, que vous sauriez depuis longtemps que la vérité mathématique ou physique ne se mesure pas à l'aune du cv ou du prestige."" Vous placez dans la bouche de votre interlocuteur des intentions qui ne sont pas les siennes. Peut-être s'agit-il seulement de savoir à qui l'on a affaire, sur des critères sans doute non absolument fiables, mais comment faire autrement ?
""Pour finir, sachez que je me contrefiche que wikipédia soit le seul lieu restant où les Bogdanov bénéficierait d'une crédibilité scientifique."" Dans ce cas, rien ne vous retient ici, pourrait-on penser. Mais, comme on vous l'a expliqué, Wikipédia ne soutient personne (neutralité). Pourquoi voulez-vous que les Bogdanoff bénéficient d'un traitement de faveur ?
""Un amical conseil, cesser d'être ""modérateur"". Vous n'en avez ni le niveau intellectuel, ni la probité nécessaire. Vous n'êtes là que pour remplir un vide. Celui d'être un petit chef."" Pouvez-vous en proposer une démonstration rigoureuse ?


Z.
Z >
Pour les raisons du temps pris par les Bogdanov, lisez ce que j'ai écrit dans l'article: Je mentionne explicitement tous les arguments des Bogdanov eux même !! je présente l'argumentation des pours et des contres. C'est cela je crois la vraie neutralité, on mets les deux sons de cloches en présences, une fois les faits avérés. On ne décide pas à priori à cause d'un émerveillement devant un diplôme que l'on n'aurait pas eu qu'il a forcément de la valeur et que tous ceux qui le critiquent sont des jaloux frustrés. Il est d'ailleurs amusant de constater que les Bogdanov utilisent le même arguments, en direction des chercheurs...jaloux de leur succès médiatique !!
Pour vos 2 premiers points, regardez comment ils se répondent d'eux mêmes. Votre argument sur "" le temps signe de qualité "" peut être également utilisé par un élève de terminale qui déciderait de passer chaque année, à très bien étudier qu'une seule matière.
Si j'ai pris l'exemple d'autres systèmes universitaires c'est pour montrer que visiblement comme vous le proposez, le temps (au dela de la norme) n'est pas nécessairement signe de qualité. les systèmes (en sciences dures là encore ) sont assez comparbles et s'il existe un niveau où les échanges et autres passerelles sont possibles c'est justement au niveau des Phd. Je répète, vous pouvez contester le point que les respectivement 8 et 11 années pour obtenir leur doctorat ne sont pas à mettre à leur débit. Mais une position intellectuelement honnête commande de mentionner cela, puisque cela fait parti de l'argumentation des détracteurs. Il y a polémique, oui ou non ?
Je ne prétends pas que mon exemple du baccalauréat soit parfait. Mais il subsiste le temps anormallement long, surtout dans le contexte. Je n'ai pas les nombres, mais je serais curieux de connaitre le nombre de doctorant qui ont eu leur doctorat plus de 6 ans après leurs inscriptions pour enfin obtenir la mention "" honorable "".
J'aime bien les arguments de votre dernier paragraphe parce qu'il montre que :
a)Igor Bogdanov a été ajourné (là, plus question d'éviter de parler d'échec). Je ne l'ai même pas mentionné dans l'article, et selon le directeur de thèse, il courrait à la boucherie(ou le massacre je ne suis plus très sur, soyons précis).
b)La mention ""honorable"" accordée à Grishka est le fruit de péripéties (rien moins qu'un complot)selon le directeur de thèse. C'est donc que la mention ""honorable"" n'est pas très glorieuse. On m'a tantot acusé de déverser ma frustration uniquement pour avoir évoqué ce fait...
c) Quand à la suppression des mentions, une toute petite recherche sur google (du style ""cv""+ ""thèse""+ ""université de Bourgogne"" +""mathématiques"" +""2002""), répondra à votre question.
Là encore, rien de plus, rien de moins que ce que j'ai ajouté dans l'article.
Pour finir, si mon texte suinte la haine (comme aurait dit le fils d'un président défunt),la frustration,etc,pourquoi ne pas le supprimer ou l'ammender ?
D'innocentes personnes, risquent de tomber dessus et se mettre à vérifier mes dires...
Imaginez la catastrophe...

--
Green Heart
9 août 2005 à 00:26 (CEST)


",frerebogdanof_travaux
69,"
Vous semblez persuadé que ceux qui n'accordent pas vos arguments soutiennent les Bogdanoff. Ce type de raisonnements est sophistique. La réalité est un peu plus compliquée.


j'ai commencé par dire : ""Pour répondre à vos propos du début"". Donc je m'adresse à vous directement, à ce que vous dites penser et dont j'aimerais avoir plus d'explication.
""On ne décide pas à priori à cause d'un émerveillement devant un diplôme que l'on n'aurait pas eu qu'il a forcément de la valeur et que tous ceux qui le critiquent sont des jaloux frustrés."" Je n'ai rien écrit en ce sens. Je vous demande seulement de justifier vos propos. En outre, en général, une thèse, cela vaut quand même quelque chose ; donc, d'une manière générale (mais non dans tous les cas certainement) on n'est tout de même justifié à pensé que quelqu'un qui a soutenu sa thèse est digne de respect, surtout parce qu'il y a une évaluation. L'inverse doit être prouvé.
""Pour vos 2 premiers points, regardez comment ils se répondent d'eux mêmes."" Désolé, mais vous continuez d'utiliser une analogie que vous n'avez toujours pas justifiée, et que vous réutilisez encore de manière peu logique : ""Votre argument sur "" le temps signe de qualité "" peut être également utilisé par un élève de terminale qui déciderait de passer chaque année, à très bien étudier qu'une seule matière."" Sauf que une thèse et le bac, est-ce vraiment la même chose ?
d'ailleurs vous admettez : ""Je ne prétends pas que mon exemple du baccalauréat soit parfait.""
De même : ""Mais il subsiste le temps anormallement long, surtout dans le contexte."" En fait, tout le début de votre réponse est peu probante, et il ne reste plus que la question du temps... que vous ne justifiez toujours pas. D'ailleurs, sur ce point, l'article présente des éléments favorables aux Bogdanoff, car je ne vois pas que vous justifiez vraiment votre point de vue en répétant sans cesse que c'est ""anormal"".
veuillez noter que mon argument n'était pas ""le temps signe de qualité"". Mon propos est plus nuancé, je l'espère.
""Mais une position intellectuelement honnête commande de mentionner cela"". Certes, mais il faudrait commencer par l'expliquer, pour être honnêtre. Or, contrairement à ce que vous dites, il n'y a aucune explication dans l'article, à part le fait, encore une fois, que c'est anormal, anormalité que vous reliez toujours à la médiocrité sans le justifier.
en ce qui concerne les mentions, comme vous pouvez le relire, je demandais des précisions. ""La mention ""honorable"" accordée à Grishka est le fruit de péripéties (rien moins qu'un complot) selon le directeur de thèse. C'est donc que la mention ""honorable"" n'est pas très glorieuse."" Je ne comprends pas le ""donc"". Cela dit, je veux bien admettre que leur thèse soit médiocre, mais il faut qu'on m'explique.
Je n'ai rien trouvé avec google. Mais là encore, même remarque que ci-dessus.
""Igor Bogdanov a été ajourné (là, plus question d'éviter de parler d'échec). Je ne l'ai même pas mentionné dans l'article, et selon le directeur de thèse, il courrait à la boucherie(ou le massacre je ne suis plus très sur, soyons précis)."" Enfin un point plus tangible. Le fait d'être ajourné signifie-t-il que le résultat final soit médiocre ?
Enfin, vous terminez par une presque prise de conscience du fait que vous avez dépassé les bornes ; les attaques à la personne et les insultes (que je qualifierais de violentes : ""Vous n'en avez ni le niveau intellectuel, ni la probité nécessaire."", dans le contexte de ce que vous avez écrit = vous êtes un imbécile et un menteur). Vous préferez à ce moment vous en sortir par une pirouette, plutôt que de nous prouver l'exactitude de vos propos sur ce point.


Z.
",frerebogdanof_travaux
70,"

CK> je ne comprend rien à ce bandeau... À quoi sert-il ? Le bandeau de désaccord dit « il existe des contributeurs qui sont en desaccord sur la neutralité de l'article. » C'est neutre et informatif. Là, ce nouveau bandeau dit : « ce n'est pas neutre »... Qu'apporte-t-il de plus qu'un jugement non neutre (auto-sic) sur l'article ?
Turb
9 août 2005 à 00:13 (CEST)

",frerebogdanof_travaux
71,"

Je suis d'accord. Le bandeau supplémentaire n'a aucun sens. Ni même le bandeau classique de ""non-neutralité"". Qui a mis en cause la neutralité de la version courante de l'article ?--
YBM
9 août 2005 à 01:17 (CEST)

",frerebogdanof_travaux
72,"

L'article a évolué depuis la mise en place du bandeau NPOV, est il toujours d'actualité ?
sand
11 mai 2006 à 16:16 (CEST)

",frerebogdanof_travaux
73,"

A mon avis, soyons prudent avec tout ça ; pour l'instant, l'article semble stabilisé, mais il n'est absolument pas satisfaisant ; gardons un bandeau qui avertit le lecteur de prendre le contenu avec des pincettes ; la polémique ayant été extrêmement violente, le moment n'est peut-être pas encore venu d'essayer un travail plus ou moins définitif (enfin, sauf si tu t'en sens le courage), où on pourrait vraiment expliquer précisément la violence et l'indignité dans lesquelles les débats se sont déroulés.
Salle
13 mai 2006 à 12:38 (CEST)

",frerebogdanof_travaux
74,"

Je le note
en impasse
, merci.
sand
13 mai 2006 à 12:46 (CEST)

",frerebogdanof_travaux
75,"

L'article a évolué depuis la mise en place du bandeau NPOV, est il toujours d'actualité ?
sand
8 octobre 2006 à 13:20 (CEST)

",frerebogdanof_travaux
76,"

Il est stabilisé, mais en l'état, j'ai surtout l'impression que c'est une agglomération d'arguments pour et d'arguments contre, plus ou moins bien scotchés ensemble. Pas vraiment un article POV, mais un truc bizarre en tout cas. Y a-t-il vraiment nécessité d'enlever le bandeau, tant que personne ne se dévoue pour reprendre l'article?
Salle
8 octobre 2006 à 16:19 (CEST)

",frerebogdanof_travaux
77,"

Le truc c'est que les bandeaux
{{m|NPOV}}
n'ont pas vocaion à être définitif et celui là fait quand même parti des trois plus vieux encore en place. Si il n'est plus POV mais
{{m|à recycler}}
ou autre, le bandeau n'y a plus sa place.
sand
8 octobre 2006 à 16:30 (CEST)

",frerebogdanof_travaux
78,"

Ah oui, j'avais oublié le bon vieux bandeau
à recycler
...
Salle
8 octobre 2006 à 16:34 (CEST)

",frerebogdanof_travaux
79,"

Merci :-) Bientot peut etre qu'il n'y aura plus d'article de 2005 dans
WP:LANN
.
sand
8 octobre 2006 à 17:24 (CEST)

",frerebogdanof_travaux
80,"

J'ai été assez chagriné de voir la tournure prise par la discussion, mais j'espère qu'il est possible d'examiner plus froidement quelques questions précises et de mieux cerner les points de désaccord. D'après ce que je lis, un des points problématiques concerne les différentes mentions pour une thèse et leurs valeurs respectives. Un arrêté du 25 avril 2002 relatif aux études doctorales, valable pour l'ensemble des universités (d'après ce que je comprends), indique dans son article 13 ""Le président établit un rapport de soutenance, contresigné par l'ensemble des membres du jury. Ce rapport peut indiquer l'une des mentions suivantes : honorable, très honorable, très honorable avec félicitations."" (Vérifiable sur le site
legifrance.gouv.fr
). Je pense que cette précision est suffisante pour que (->Jn) convienne que sa réponse


",frerebogdanof_travaux
81,"
Un exemple, la fameuse page de Fabien Besnard, citée plus haut, affirme ''Grichka obtient donc une thèse de mathématiques,
avec la mention honorable, la plus basse, rarement attribuée'', or ce n'est pas vrai, les mentions sont : ""passable"", ""honorable"",
""très honorable"", et, le top (mais n'existant pas dans de nombreuses facs), ""très honorables avec félicitations à l'unanimité"".

",frerebogdanof_travaux
82,"
a été un peu trop rapide et pas suffisamment argumentée (tout comme la réponse de YBM qui a suivi).
",frerebogdanof_travaux
83,"

Réaction juste en passant : la mention ""passable"" a existé, et il n'y a pas si longtemps. J'ignorais que ça avait changé. Ceci dit, comme j'en ai parlé ailleurs précédemment, les modalités d'obtention des thèses ont énormément changé en dix ans.
(->Jn)
*


",frerebogdanof_travaux
84,"

Cet arrêté ne règle cependant pas tout, pour des questions de chronologie : daté du 25 avril 2002, il semble bien s'appliquer à la soutenance d'Igor, passée en
juillet 2002
. Pour la soutenance de Grichka, passée en 1999, il faudrait connaître la politique de l'université de Bourgogne avant l'entrée en vigueur de l'arrêté : l'idéal serait de connaître à la fois les différentes mentions et les proportions de docteurs les ayant obtenues. Je n'ai rien trouvé sur le Web à ce sujet concernant l'université de Bourgogne et je n'arrive pas à les joindre par téléphone (vacances), mais toutes les indications que j'ai trouvées me laissent penser que très peu d'universités utilisaient une mention passable, et que parmi celles qui n'utilisaient que les trois imposées par l'arrêté, la proportion de mentions ""honorable"" se situait aux alentours de 5 % (chiffre, je le répète, qui ne reflète que mes propres calculs d'après ce que j'ai trouvé sur le Web).


©éréales Kille® et (->Jn), cela vous paraît-il une manière acceptable de continuer la disucussion sur ce sujet délicat ? Camille_M
Camille M
9 août 2005 à 13:42 (CEST)

",frerebogdanof_travaux
85,"

Je ne m'insurge pas dans le fait que l'on précise les mentions accompagnant les doctorats obtenus. Ce qui me chagrine, c'est la façon qu'ont les contradicteurs des Bogdanoff à appuyer sur le fait que la mention n'est « que » honorable, en insistant sur le degré « infamant » de cette mention. Si ce n'est pas du parti pris, qu'est-ce donc ? Le seul fait de mentionner la mention doit se suffire à la compréhension pour quiconque est au fait des notations. Le fait d'insister sur la « bassesse » de la note démontre le mépris de l'auteur (qui oriente le lecteur vers la faiblesse prétendue de la thèse ou de son inadéquation) de ces lignes et contrevient dès lors à la neutralité du point de vue exigé sur Wikipédia. Le fait que YBM vienne de réverter
les modification apportées par Igor Bogdanoff
montre encore une fois que lui seul a droit de discours dans ces pages interdisant ainsi toute défense de la partie attaquée. Où est l'équité dès lors de la polémique ? Et ce que je trouve déplorable, c'est la manière qu'à le dénommé Green Heart à traîner dans la boue ses contradicteurs quels qu'ils soient et s'attaquer à la personne qui les contredit (moi en l'occurrence). Dès lors, je préfère laisser la joute à ceux qui se sentent (et qui, à la lecture de leurs écrits, le sont) mieux armés face à ce genre d'argumenteur.
©éréales Kille®
|
|☺
9 août 2005 à 15:01 (CEST)

",frerebogdanof_travaux
