post,sujet,tokenpost,postfinal,sentiment
"tiens,j'ai regardé les nouveaux changements du texte :ce que je remarque, c'est qu'aucune ne viens remettre en cause, voire contredire "" ma vision unilatérale "".où j'indiquais qu'il y avait matière à polémique, les bogdanov (sans doute, mais je n'en suis pas sur) apportent ""leurs arguments"" (sans remarquer que certaines de leurs raisons avait déja été présentées par moi).a ) j'ai précisé que neidermaier ne s'est excusé que d'avoir parlé de ""canular"" à la sokal. et j'ai précisé qu'il n'avait jamais accordé aucune caution aux articles. qu'est ce qui a été ajouté alors, c'est qu'il se jugeait incompétent pour se prononcer sur la valeur de ces articles...b ) quand on me reprochait d'avoir évoquer la durée anormale des thèses, on voit que les auteurs pensent visiblement la même chose puisqu'ils cherchent à minimiser cette durée. c'est ainsi que l'on découvre le concept d' années ""effectives"" de thèse, sans aucune justification ..."" igor et grichka bogdanoff ont d'abord été inscrits en 1991 à l'école doctorale de l'université de bordeaux i sous la direction du professeur gabriel simonoff, élève de joliot-curie, alors directeur du centre d'etudes nucléaires de l'université. grishka a obtenu son doctorat en 1999 (5 années effectives de thèse, compte tenu de deux interruptions du cursus)""wikipédia accepte donc cela, sans vérification et sans un texte officiel exprimant ce que signifie "" année effective"" ?"" et igor a obtenu le sien en 2002 (6 années effectives de thèse).""encore plus surprenant. je veux bien qu'au prix de ces ""années effectives"" que 8 années terrestres deviennent 5 années "" effectives "". mais je l'avoue, j'ai énormément de mal à convertir les 11 ans terrestres en 6 ans, j'aimerais également quelques petites preuves."" cette durée plus longue que la normale (en principe 3 à 4 années pour la majorité des doctorants scientifiques)"" nous sommes donc d'accord, on y a vu un signe de haine et de mépris de ma part."" a été en premier lieu causée par leur transfert en 1994""tiens donc ? est ce une coincidence ? après 3 ans. oui, je le reconnais, c'est une insinuation assassine.""s'y est ajoutée en 1998 la brutale disparition de leur directeur de thèse, le physicien mathématicien moshé flato""argument que j'avais déja présenté, même si je ressens un malaise à voir utilisée la mort de ce très grand scientifique (je ne pense pas que l'on puisse mesurer l'incidence réelle sur la durée en plus occasionnée ).""membre du comité nobel, fondateur et alors directeur du laboratoire de physique mathématique de l'université de bourgogne.""pourquoi ces précisions ? pourquoi ne pas renvoyer à un texte sur moshe flato ?""après soutenance publique dans les locaux de l'ecole polytechnique,""un cas d'école : ils peuvent insidieusement associer la soutenance de la thèse avec l'ecole polytechnique. car même avec la précision ""dans les locaux"", qui comprend -parmi les profanes-que l'ecole polytechnique n'a absolument rien à voir avec la thèse de grishka. la thèse fut attribuée par l'université de bourgogne et ne fut soutenue à l'x que pour des raisons logistiques (proximité des lieux et du jury). c'est cela être tandencieux. par contre, si on ajoute ce que je viens d'écrire, c'est surement mu par la frustration.c) quand j'ai souligné la valeur des mentions, quelqu'un indigne de sa position y vit (par un effet mirroir ?) du mépris.pourtant voila ce qui est écrit :""grichka a obtenu son diplôme avec la mention ""honorable"", rarement attribuée.""ah quand même ! là encore, nous sommes donc d'accord.d) sinon, sur un sujet que j'ai rapidement signalé (et qui mériterait un article à lui tout seul)"" lorsque les bogdanoff se mirent à poster en 2004 sous deux identités différentes en guise de réponse aux multiples pseudonymes utilisés par leurs détracteurs sur de nombreux sites et sur usenet.""en guise de réponse ??? 2 seulements ??? il suffit de se rendre sur le forum modéré par baez pour vérifier cela. depuis quand le faits qu'il y aient des contradicteurs postant sous pseudonymes ( comme sur 100 % des cas ) autoriseraient à en utiliser plusieurs identités sur le même site ??je peux donc, parce que mlle laurence67, jn, z et céreal killer et ne sont pas d'accord avec moi, intervenir ici sous les pseudos de white heart, red heart ,blue heart et yellow heart, tous soutenant la même version que green heart et jurant ne pas se connaitre les uns les autres ?en guise de réponse, bien sur.conclusion, j'imagine que cette version satisfait pleinement les modérateurs, soucieux de vérité.rassurez vous, je n'y toucherais donc pas.--green heart9 août 2005 à 20:25 (cest)",frerebogdanof_travaux,"['tiens', 'j', 'ai', 'regardé', 'les', 'nouveaux', 'changements', 'du', 'texte', 'ce', 'que', 'je', 'remarque', 'c', 'est', 'qu', 'aucune', 'ne', 'viens', 'remettre', 'en', 'cause', 'voire', 'contredire', 'ma', 'vision', 'unilatérale', 'où', 'j', 'indiquais', 'qu', 'il', 'y', 'avait', 'matière', 'à', 'polémique', 'les', 'bogdanov', 'sans', 'doute', 'mais', 'je', 'n', 'en', 'suis', 'pas', 'sur', 'apportent', 'leurs', 'arguments', 'sans', 'remarquer', 'que', 'certaines', 'de', 'leurs', 'raisons', 'avait', 'déja', 'été', 'présentées', 'par', 'moi', 'a', 'j', 'ai', 'précisé', 'que', 'neidermaier', 'ne', 's', 'est', 'excusé', 'que', 'd', 'avoir', 'parlé', 'de', 'canular', 'à', 'la', 'sokal', 'et', 'j', 'ai', 'précisé', 'qu', 'il', 'n', 'avait', 'jamais', 'accordé', 'aucune', 'caution', 'aux', 'articles', 'qu', 'est', 'ce', 'qui', 'a', 'été', 'ajouté', 'alors', 'c', 'est', 'qu', 'il', 'se', 'jugeait', 'incompétent', 'pour', 'se', 'prononcer', 'sur', 'la', 'valeur', 'de', 'ces', 'articles', 'b', 'quand', 'on', 'me', 'reprochait', 'd', 'avoir', 'évoquer', 'la', 'durée', 'anormale', 'des', 'thèses', 'on', 'voit', 'que', 'les', 'auteurs', 'pensent', 'visiblement', 'la', 'même', 'chose', 'puisqu', 'ils', 'cherchent', 'à', 'minimiser', 'cette', 'durée', 'c', 'est', 'ainsi', 'que', 'l', 'on', 'découvre', 'le', 'concept', 'd', 'années', 'effectives', 'de', 'thèse', 'sans', 'aucune', 'justification', 'igor', 'et', 'grichka', 'bogdanoff', 'ont', 'd', 'abord', 'été', 'inscrits', 'en', '1991', 'à', 'l', 'école', 'doctorale', 'de', 'l', 'université', 'de', 'bordeaux', 'i', 'sous', 'la', 'direction', 'du', 'professeur', 'gabriel', 'simonoff', 'élève', 'de', 'joliot', 'curie', 'alors', 'directeur', 'du', 'centre', 'd', 'etudes', 'nucléaires', 'de', 'l', 'université', 'grishka', 'a', 'obtenu', 'son', 'doctorat', 'en', '1999', '5', 'années', 'effectives', 'de', 'thèse', 'compte', 'tenu', 'de', 'deux', 'interruptions', 'du', 'cursus', 'wikipédia', 'accepte', 'donc', 'cela', 'sans', 'vérification', 'et', 'sans', 'un', 'texte', 'officiel', 'exprimant', 'ce', 'que', 'signifie', 'année', 'effective', 'et', 'igor', 'a', 'obtenu', 'le', 'sien', 'en', '2002', '6', 'années', 'effectives', 'de', 'thèse', 'encore', 'plus', 'surprenant', 'je', 'veux', 'bien', 'qu', 'au', 'prix', 'de', 'ces', 'années', 'effectives', 'que', '8', 'années', 'terrestres', 'deviennent', '5', 'années', 'effectives', 'mais', 'je', 'l', 'avoue', 'j', 'ai', 'énormément', 'de', 'mal', 'à', 'convertir', 'les', '11', 'ans', 'terrestres', 'en', '6', 'ans', 'j', 'aimerais', 'également', 'quelques', 'petites', 'preuves', 'cette', 'durée', 'plus', 'longue', 'que', 'la', 'normale', 'en', 'principe', '3', 'à', '4', 'années', 'pour', 'la', 'majorité', 'des', 'doctorants', 'scientifiques', 'nous', 'sommes', 'donc', 'd', 'accord', 'on', 'y', 'a', 'vu', 'un', 'signe', 'de', 'haine', 'et', 'de', 'mépris', 'de', 'ma', 'part', 'a', 'été', 'en', 'premier', 'lieu', 'causée', 'par', 'leur', 'transfert', 'en', '1994', 'tiens', 'donc', 'est', 'ce', 'une', 'coincidence', 'après', '3', 'ans', 'oui', 'je', 'le', 'reconnais', 'c', 'est', 'une', 'insinuation', 'assassine', 's', 'y', 'est', 'ajoutée', 'en', '1998', 'la', 'brutale', 'disparition', 'de', 'leur', 'directeur', 'de', 'thèse', 'le', 'physicien', 'mathématicien', 'moshé', 'flato', 'argument', 'que', 'j', 'avais', 'déja', 'présenté', 'même', 'si', 'je', 'ressens', 'un', 'malaise', 'à', 'voir', 'utilisée', 'la', 'mort', 'de', 'ce', 'très', 'grand', 'scientifique', 'je', 'ne', 'pense', 'pas', 'que', 'l', 'on', 'puisse', 'mesurer', 'l', 'incidence', 'réelle', 'sur', 'la', 'durée', 'en', 'plus', 'occasionnée', 'membre', 'du', 'comité', 'nobel', 'fondateur', 'et', 'alors', 'directeur', 'du', 'laboratoire', 'de', 'physique', 'mathématique', 'de', 'l', 'université', 'de', 'bourgogne', 'pourquoi', 'ces', 'précisions', 'pourquoi', 'ne', 'pas', 'renvoyer', 'à', 'un', 'texte', 'sur', 'moshe', 'flato', 'après', 'soutenance', 'publique', 'dans', 'les', 'locaux', 'de', 'l', 'ecole', 'polytechnique', 'un', 'cas', 'd', 'école', 'ils', 'peuvent', 'insidieusement', 'associer', 'la', 'soutenance', 'de', 'la', 'thèse', 'avec', 'l', 'ecole', 'polytechnique', 'car', 'même', 'avec', 'la', 'précision', 'dans', 'les', 'locaux', 'qui', 'comprend', 'parmi', 'les', 'profanes', 'que', 'l', 'ecole', 'polytechnique', 'n', 'a', 'absolument', 'rien', 'à', 'voir', 'avec', 'la', 'thèse', 'de', 'grishka', 'la', 'thèse', 'fut', 'attribuée', 'par', 'l', 'université', 'de', 'bourgogne', 'et', 'ne', 'fut', 'soutenue', 'à', 'l', 'x', 'que', 'pour', 'des', 'raisons', 'logistiques', 'proximité', 'des', 'lieux', 'et', 'du', 'jury', 'c', 'est', 'cela', 'être', 'tandencieux', 'par', 'contre', 'si', 'on', 'ajoute', 'ce', 'que', 'je', 'viens', 'd', 'écrire', 'c', 'est', 'surement', 'mu', 'par', 'la', 'frustration', 'c', 'quand', 'j', 'ai', 'souligné', 'la', 'valeur', 'des', 'mentions', 'quelqu', 'un', 'indigne', 'de', 'sa', 'position', 'y', 'vit', 'par', 'un', 'effet', 'mirroir', 'du', 'mépris', 'pourtant', 'voila', 'ce', 'qui', 'est', 'écrit', 'grichka', 'a', 'obtenu', 'son', 'diplôme', 'avec', 'la', 'mention', 'honorable', 'rarement', 'attribuée', 'ah', 'quand', 'même', 'là', 'encore', 'nous', 'sommes', 'donc', 'd', 'accord', 'd', 'sinon', 'sur', 'un', 'sujet', 'que', 'j', 'ai', 'rapidement', 'signalé', 'et', 'qui', 'mériterait', 'un', 'article', 'à', 'lui', 'tout', 'seul', 'lorsque', 'les', 'bogdanoff', 'se', 'mirent', 'à', 'poster', 'en', '2004', 'sous', 'deux', 'identités', 'différentes', 'en', 'guise', 'de', 'réponse', 'aux', 'multiples', 'pseudonymes', 'utilisés', 'par', 'leurs', 'détracteurs', 'sur', 'de', 'nombreux', 'sites', 'et', 'sur', 'usenet', 'en', 'guise', 'de', 'réponse', '2', 'seulements', 'il', 'suffit', 'de', 'se', 'rendre', 'sur', 'le', 'forum', 'modéré', 'par', 'baez', 'pour', 'vérifier', 'cela', 'depuis', 'quand', 'le', 'faits', 'qu', 'il', 'y', 'aient', 'des', 'contradicteurs', 'postant', 'sous', 'pseudonymes', 'comme', 'sur', '100', 'des', 'cas', 'autoriseraient', 'à', 'en', 'utiliser', 'plusieurs', 'identités', 'sur', 'le', 'même', 'site', 'je', 'peux', 'donc', 'parce', 'que', 'mlle', 'laurence67', 'jn', 'z', 'et', 'céreal', 'killer', 'et', 'ne', 'sont', 'pas', 'd', 'accord', 'avec', 'moi', 'intervenir', 'ici', 'sous', 'les', 'pseudos', 'de', 'white', 'heart', 'red', 'heart', 'blue', 'heart', 'et', 'yellow', 'heart', 'tous', 'soutenant', 'la', 'même', 'version', 'que', 'green', 'heart', 'et', 'jurant', 'ne', 'pas', 'se', 'connaitre', 'les', 'uns', 'les', 'autres', 'en', 'guise', 'de', 'réponse', 'bien', 'sur', 'conclusion', 'j', 'imagine', 'que', 'cette', 'version', 'satisfait', 'pleinement', 'les', 'modérateurs', 'soucieux', 'de', 'vérité', 'rassurez', 'vous', 'je', 'n', 'y', 'toucherais', 'donc', 'pas', 'green', 'heart9', 'août', '2005', 'à', '20', '25', 'cest']",regardé nouveaux changements texte remarque qu aucune ne viens remettre cause voire contredire vision unilatérale indiquais qu matière polémique bogdanov doute pas apportent arguments remarquer raisons été présentées précisé neidermaier ne excusé parlé canular sokal précisé qu jamais accordé aucune caution articles qu été ajouté qu jugeait incompétent prononcer valeur articles reprochait évoquer durée anormale thèses voit auteurs pensent visiblement chose puisqu cherchent minimiser durée découvre concept années effectives thèse aucune justification igor grichka bogdanoff été inscrits 1991 école doctorale université bordeaux direction professeur gabriel simonoff élève joliot curie directeur centre etudes nucléaires université grishka obtenu doctorat 1999 années effectives thèse compte tenu interruptions cursus wikipédia accepte vérification texte officiel exprimant signifie année effective igor obtenu 2002 années effectives thèse plus surprenant veux bien qu prix années effectives années terrestres deviennent années effectives avoue énormément mal convertir 11 ans terrestres ans aimerais petites preuves durée plus longue normale principe années majorité doctorants scientifiques sommes accord signe haine mépris part été lieu causée transfert 1994 coincidence ans oui reconnais insinuation assassine ajoutée 1998 brutale disparition directeur thèse physicien mathématicien moshé flato argument présenté ressens malaise voir utilisée mort grand scientifique ne pas puisse mesurer incidence réelle durée plus occasionnée membre comité nobel fondateur directeur laboratoire physique mathématique université bourgogne précisions ne pas renvoyer texte moshe flato soutenance publique locaux ecole polytechnique cas école insidieusement associer soutenance thèse ecole polytechnique précision locaux comprend profanes ecole polytechnique absolument rien voir thèse grishka thèse fut attribuée université bourgogne ne fut soutenue raisons logistiques proximité lieux jury tandencieux contre ajoute viens écrire surement mu frustration souligné valeur mentions quelqu indigne position vit mirroir mépris pourtant écrit grichka obtenu diplôme mention honorable rarement attribuée sommes accord sujet rapidement signalé mériterait article bogdanoff mirent poster 2004 identités guise réponse multiples pseudonymes utilisés détracteurs sites usenet guise réponse seulements forum modéré baez vérifier faits qu aient contradicteurs postant pseudonymes 100 cas autoriseraient utiliser identités site mlle laurence67 jn céreal killer ne pas accord intervenir ici pseudos white heart red heart blue heart yellow heart soutenant version green heart jurant ne pas connaitre guise réponse bien conclusion imagine version satisfait pleinement modérateurs soucieux vérité rassurez toucherais pas green heart9 août 2005 20 25 cest,Positive
"un autre cas d'école (en plus du coup de ""soutenu à polytechnique"") se retrouve dans une des dernières modifications apportée :« sous la direction du professeur gabriel simonoff, élève de joliot-curie ».",frerebogdanof_travaux,"['un', 'autre', 'cas', 'd', 'école', 'en', 'plus', 'du', 'coup', 'de', 'soutenu', 'à', 'polytechnique', 'se', 'retrouve', 'dans', 'une', 'des', 'dernières', 'modifications', 'apportée', 'sous', 'la', 'direction', 'du', 'professeur', 'gabriel', 'simonoff', 'élève', 'de', 'joliot', 'curie']",cas école plus coup soutenu polytechnique retrouve dernières modifications apportée direction professeur gabriel simonoff élève joliot curie,Negative
"le livre albb est truffé de ce genre de procédé (on peut en trouver une liste [icihttp://ybmessager.free.fr/wp/index.php?p=3]). n'importe quel étudiant pourrait ainsi parler de ses professeurs, de ses maîtres de stages ou de thèse : le monde universitaire est suffisemment petit pour qu'entre n'importe quel clampin et plusieurs grandes figures il y ait une ou deux poignée de mains. j'ai suivi une cours de combinatoire avec un ancien élève de knuth, pour citer un exemple que je pourrais multiplier dix fois. ce genre de petite aposition fait hurler de rire n'importe quel universitaire, mais avec le grand public, ça marche : on passe pour sorti de la cuisse de jupiter. bref, c'est un procédé totalement falacieux, de pure promotion personnelle, évidemment inacceptable dans une encyclopédie. --ybm10 août 2005 à 02:56 (cest)",frerebogdanof_travaux,"['le', 'livre', 'albb', 'est', 'truffé', 'de', 'ce', 'genre', 'de', 'procédé', 'on', 'peut', 'en', 'trouver', 'une', 'liste', 'icihttp', 'ybmessager', 'free', 'fr', 'wp', 'index', 'php', 'p', '3', 'n', 'importe', 'quel', 'étudiant', 'pourrait', 'ainsi', 'parler', 'de', 'ses', 'professeurs', 'de', 'ses', 'maîtres', 'de', 'stages', 'ou', 'de', 'thèse', 'le', 'monde', 'universitaire', 'est', 'suffisemment', 'petit', 'pour', 'qu', 'entre', 'n', 'importe', 'quel', 'clampin', 'et', 'plusieurs', 'grandes', 'figures', 'il', 'y', 'ait', 'une', 'ou', 'deux', 'poignée', 'de', 'mains', 'j', 'ai', 'suivi', 'une', 'cours', 'de', 'combinatoire', 'avec', 'un', 'ancien', 'élève', 'de', 'knuth', 'pour', 'citer', 'un', 'exemple', 'que', 'je', 'pourrais', 'multiplier', 'dix', 'fois', 'ce', 'genre', 'de', 'petite', 'aposition', 'fait', 'hurler', 'de', 'rire', 'n', 'importe', 'quel', 'universitaire', 'mais', 'avec', 'le', 'grand', 'public', 'ça', 'marche', 'on', 'passe', 'pour', 'sorti', 'de', 'la', 'cuisse', 'de', 'jupiter', 'bref', 'c', 'est', 'un', 'procédé', 'totalement', 'falacieux', 'de', 'pure', 'promotion', 'personnelle', 'évidemment', 'inacceptable', 'dans', 'une', 'encyclopédie', 'ybm10', 'août', '2005', 'à', '02', '56', 'cest']",livre albb truffé genre procédé trouver liste icihttp ybmessager free fr wp index php étudiant professeurs maîtres stages thèse monde universitaire suffisemment petit qu clampin grandes figures poignée mains suivi cours combinatoire ancien élève knuth citer exemple multiplier fois genre petite aposition hurler rire universitaire grand public marche passe sorti cuisse jupiter bref procédé totalement falacieux pure promotion personnelle évidemment inacceptable encyclopédie ybm10 août 2005 02 56 cest,Positive
"jn >mon sic était dans le sens litteral (citation), j'évoquais juste que l'un des arguments qui me fut opposé est un exemple ponctuel issus d'un secteur (les arts ) que l'on ne peut forcément transposer aussi immediatement dans le cadre des mathématiques.n'y voyez aucune ironie.sinon, pour le ""cadre"", j'ai lu avec beaucoup de retard vos propos mentionnant karl popper. c'est excactement cela que je signifiais en parlant de cadre (mathématiques ) dans lequel il y a une vérité absolue.par exemple, en géométrie euclidienne (le cadre mathématique) le fait que la somme des 3 angles d'un triangle soit égale à 180° est une vérité absolue.cela n'est par contre plus vraie en géométrie riémannienne.et l'erreur est de considérer qu'il n'y a qu'une géométrie, plus vraie que les autres.enfin, comment répondre directement à une intervention ?merci d'avance.--green heart9 août 2005 à 21:10 (cest)",frerebogdanof_travaux,"['jn', 'mon', 'sic', 'était', 'dans', 'le', 'sens', 'litteral', 'citation', 'j', 'évoquais', 'juste', 'que', 'l', 'un', 'des', 'arguments', 'qui', 'me', 'fut', 'opposé', 'est', 'un', 'exemple', 'ponctuel', 'issus', 'd', 'un', 'secteur', 'les', 'arts', 'que', 'l', 'on', 'ne', 'peut', 'forcément', 'transposer', 'aussi', 'immediatement', 'dans', 'le', 'cadre', 'des', 'mathématiques', 'n', 'y', 'voyez', 'aucune', 'ironie', 'sinon', 'pour', 'le', 'cadre', 'j', 'ai', 'lu', 'avec', 'beaucoup', 'de', 'retard', 'vos', 'propos', 'mentionnant', 'karl', 'popper', 'c', 'est', 'excactement', 'cela', 'que', 'je', 'signifiais', 'en', 'parlant', 'de', 'cadre', 'mathématiques', 'dans', 'lequel', 'il', 'y', 'a', 'une', 'vérité', 'absolue', 'par', 'exemple', 'en', 'géométrie', 'euclidienne', 'le', 'cadre', 'mathématique', 'le', 'fait', 'que', 'la', 'somme', 'des', '3', 'angles', 'd', 'un', 'triangle', 'soit', 'égale', 'à', '180', 'est', 'une', 'vérité', 'absolue', 'cela', 'n', 'est', 'par', 'contre', 'plus', 'vraie', 'en', 'géométrie', 'riémannienne', 'et', 'l', 'erreur', 'est', 'de', 'considérer', 'qu', 'il', 'n', 'y', 'a', 'qu', 'une', 'géométrie', 'plus', 'vraie', 'que', 'les', 'autres', 'enfin', 'comment', 'répondre', 'directement', 'à', 'une', 'intervention', 'merci', 'd', 'avance', 'green', 'heart9', 'août', '2005', 'à', '21', '10', 'cest']",jn sic sens litteral citation évoquais arguments fut opposé exemple ponctuel issus secteur arts ne forcément transposer immediatement cadre mathématiques voyez aucune ironie cadre lu beaucoup retard propos mentionnant karl popper excactement signifiais parlant cadre mathématiques vérité absolue exemple géométrie euclidienne cadre mathématique somme angles triangle égale 180 vérité absolue contre plus vraie géométrie riémannienne erreur considérer qu qu géométrie plus vraie répondre intervention avance green heart9 août 2005 21 10 cest,Positive
voir historique :(actu) (dern) 11 août 2005 à 03:32 82.123.246.199 (→critiques deavant le big bang)(actu) (dern) 11 août 2005 à 03:12 82.123.246.199 (→thèse d'igor bogdanoff)(actu) (dern) 11 août 2005 à 02:36 82.123.246.199 (→thèse de grichka bogdanoff)(actu) (dern) 11 août 2005 à 02:08 82.123.246.199 (→sur le cursus)(actu) (dern) 11 août 2005 à 01:54 82.123.246.199 (→déroulement)(actu) (dern) 11 août 2005 à 01:53 82.123.246.199 (→déroulement)(actu) (dern) 11 août 2005 à 00:56 82.123.246.199 (→origine)--ybm11 août 2005 à 12:17 (cest),frerebogdanof_travaux,"['voir', 'historique', 'actu', 'dern', '11', 'août', '2005', 'à', '03', '32', '82', '123', '246', '199', 'critiques', 'deavant', 'le', 'big', 'bang', 'actu', 'dern', '11', 'août', '2005', 'à', '03', '12', '82', '123', '246', '199', 'thèse', 'd', 'igor', 'bogdanoff', 'actu', 'dern', '11', 'août', '2005', 'à', '02', '36', '82', '123', '246', '199', 'thèse', 'de', 'grichka', 'bogdanoff', 'actu', 'dern', '11', 'août', '2005', 'à', '02', '08', '82', '123', '246', '199', 'sur', 'le', 'cursus', 'actu', 'dern', '11', 'août', '2005', 'à', '01', '54', '82', '123', '246', '199', 'déroulement', 'actu', 'dern', '11', 'août', '2005', 'à', '01', '53', '82', '123', '246', '199', 'déroulement', 'actu', 'dern', '11', 'août', '2005', 'à', '00', '56', '82', '123', '246', '199', 'origine', 'ybm11', 'août', '2005', 'à', '12', '17', 'cest']",voir historique actu dern 11 août 2005 03 32 82 123 246 199 critiques deavant big bang actu dern 11 août 2005 03 12 82 123 246 199 thèse igor bogdanoff actu dern 11 août 2005 02 36 82 123 246 199 thèse grichka bogdanoff actu dern 11 août 2005 02 08 82 123 246 199 cursus actu dern 11 août 2005 01 54 82 123 246 199 déroulement actu dern 11 août 2005 01 53 82 123 246 199 déroulement actu dern 11 août 2005 00 56 82 123 246 199 origine ybm11 août 2005 12 17 cest,Neutral
"sept, ça porte bonheur. aïe ! pas taper ! pas la tête !(->jn)*",frerebogdanof_travaux,"['sept', 'ça', 'porte', 'bonheur', 'aïe', 'pas', 'taper', 'pas', 'la', 'tête', 'jn']",porte bonheur aïe pas taper pas tête jn,Positive
"ybm> d'abord, quitte à écrire des bêtises, sois sympa, écris-les correctement : ""tendancieuses"", merci. ensuite, tout est tendancieux ici, y compris et surtout les énormités que tes copains et toi écrivez sur les bogdanoff pour les descendre. ils ont donc parfaitement le droit de se défendre et de rétablir leur version des faits, sans que ce soit du ""vandalisme"" ou un scandale qui nécessite chaque fois un chapitre supplémentaire, pour cette pauvre page déjà bien chargée...laurence6711 août 2005 à 14:33 (cest)",frerebogdanof_travaux,"['ybm', 'd', 'abord', 'quitte', 'à', 'écrire', 'des', 'bêtises', 'sois', 'sympa', 'écris', 'les', 'correctement', 'tendancieuses', 'merci', 'ensuite', 'tout', 'est', 'tendancieux', 'ici', 'y', 'compris', 'et', 'surtout', 'les', 'énormités', 'que', 'tes', 'copains', 'et', 'toi', 'écrivez', 'sur', 'les', 'bogdanoff', 'pour', 'les', 'descendre', 'ils', 'ont', 'donc', 'parfaitement', 'le', 'droit', 'de', 'se', 'défendre', 'et', 'de', 'rétablir', 'leur', 'version', 'des', 'faits', 'sans', 'que', 'ce', 'soit', 'du', 'vandalisme', 'ou', 'un', 'scandale', 'qui', 'nécessite', 'chaque', 'fois', 'un', 'chapitre', 'supplémentaire', 'pour', 'cette', 'pauvre', 'page', 'déjà', 'bien', 'chargée', 'laurence6711', 'août', '2005', 'à', '14', '33', 'cest']",ybm quitte écrire bêtises sois sympa écris correctement tendancieuses ensuite tendancieux ici énormités copains écrivez bogdanoff descendre parfaitement droit défendre rétablir version faits vandalisme scandale nécessite fois chapitre supplémentaire pauvre page bien chargée laurence6711 août 2005 14 33 cest,Positive
merci pour la correction d'orthographe. il aurait été plus simple que tu l'appliques directement. tu manques décidemment de cet esprit de coopération qui fait la valeur de cette encyclopédie.--ybm11 août 2005 à 14:47 (cest),frerebogdanof_travaux,"['merci', 'pour', 'la', 'correction', 'd', 'orthographe', 'il', 'aurait', 'été', 'plus', 'simple', 'que', 'tu', 'l', 'appliques', 'directement', 'tu', 'manques', 'décidemment', 'de', 'cet', 'esprit', 'de', 'coopération', 'qui', 'fait', 'la', 'valeur', 'de', 'cette', 'encyclopédie', 'ybm11', 'août', '2005', 'à', '14', '47', 'cest']",correction orthographe été plus simple appliques manques décidemment esprit coopération valeur encyclopédie ybm11 août 2005 14 47 cest,Positive
"juste pour continuer le hors sujet, je tient a remarquer que se que tu reproche à laurence67 tu ne l'applique pas a toi même, en effet tu fait remarquer les modifications d'« igor » sans pour autant les corrigers toi même. on n'est pas aveugle on les voie les modifications ! ~þayo♫♪♫♪11 août 2005 à 15:05 (cest)",frerebogdanof_travaux,"['juste', 'pour', 'continuer', 'le', 'hors', 'sujet', 'je', 'tient', 'a', 'remarquer', 'que', 'se', 'que', 'tu', 'reproche', 'à', 'laurence67', 'tu', 'ne', 'l', 'applique', 'pas', 'a', 'toi', 'même', 'en', 'effet', 'tu', 'fait', 'remarquer', 'les', 'modifications', 'd', 'igor', 'sans', 'pour', 'autant', 'les', 'corrigers', 'toi', 'même', 'on', 'n', 'est', 'pas', 'aveugle', 'on', 'les', 'voie', 'les', 'modifications', 'þayo', '11', 'août', '2005', 'à', '15', '05', 'cest']",continuer sujet tient remarquer reproche laurence67 ne applique pas remarquer modifications igor autant corrigers pas aveugle voie modifications þayo 11 août 2005 15 05 cest,Positive
"corriger une faute d'orthographe et rétablir des faits de façon objective c'est très différents. modifier l'article et modifier la page de discussion c'est aussi assez différents.sauf colossale manipulation (ou strict détail factuel) je préfère m'abstenir de modifier la page de l'article, d'une part parce que igor passera systématiquement derrière sous ip pour remettre son auto-promotion en place, et qu'étant donné mon rôle dans les développements de l'affaire elle-même, mieux vaut laisser à des tiers incontestés le soin de s'en occuper. ne vous inquiétez pas, la rentrée approche et des scientifiques véritables et incontestables pourront battre en brèches les manipulations en cours. --ybm11 août 2005 à 15:26 (cest)",frerebogdanof_travaux,"['corriger', 'une', 'faute', 'd', 'orthographe', 'et', 'rétablir', 'des', 'faits', 'de', 'façon', 'objective', 'c', 'est', 'très', 'différents', 'modifier', 'l', 'article', 'et', 'modifier', 'la', 'page', 'de', 'discussion', 'c', 'est', 'aussi', 'assez', 'différents', 'sauf', 'colossale', 'manipulation', 'ou', 'strict', 'détail', 'factuel', 'je', 'préfère', 'm', 'abstenir', 'de', 'modifier', 'la', 'page', 'de', 'l', 'article', 'd', 'une', 'part', 'parce', 'que', 'igor', 'passera', 'systématiquement', 'derrière', 'sous', 'ip', 'pour', 'remettre', 'son', 'auto', 'promotion', 'en', 'place', 'et', 'qu', 'étant', 'donné', 'mon', 'rôle', 'dans', 'les', 'développements', 'de', 'l', 'affaire', 'elle', 'même', 'mieux', 'vaut', 'laisser', 'à', 'des', 'tiers', 'incontestés', 'le', 'soin', 'de', 's', 'en', 'occuper', 'ne', 'vous', 'inquiétez', 'pas', 'la', 'rentrée', 'approche', 'et', 'des', 'scientifiques', 'véritables', 'et', 'incontestables', 'pourront', 'battre', 'en', 'brèches', 'les', 'manipulations', 'en', 'cours', 'ybm11', 'août', '2005', 'à', '15', '26', 'cest']",corriger faute orthographe rétablir faits objective modifier article modifier page discussion colossale manipulation strict détail factuel préfère abstenir modifier page article part igor passera systématiquement ip remettre auto promotion place qu donné rôle développements affaire mieux vaut tiers incontestés soin occuper ne inquiétez pas rentrée approche scientifiques véritables incontestables pourront battre brèches manipulations cours ybm11 août 2005 15 26 cest,Positive
